checkout_id,customer_id,vehicle_id,checkout_date,brand,model,location,checkout_stage,checkout_status,channel
CHK-09443,CUS-29784,VEH-01151,2026-04-26,Maruti Suzuki,Brezza,Hyderabad,Payment,Payment,Website
CHK-09444,CUS-35767,VEH-02750,2026-07-08,Mahindra,Thar,Pune,Started,Started,Website
CHK-09445,CUS-43832,VEH-00534,2026-12-06,Volkswagen,Virtus,Gurgaon,Payment,Abandoned,Website
CHK-09446,CUS-71067,VEH-03816,2026-06-19,Hyundai,Creta,Gurgaon,Payment,Payment,Website
CHK-09447,CUS-63603,VEH-04745,2026-10-25,Kia,Seltos,Bengaluru,Started,Abandoned,Website
CHK-09448,CUS-89017,VEH-01263,2025-10-28,Mahindra,Thar,Mumbai,Started,Started,Walk-in
CHK-09449,CUS-26107,VEH-04820,2025-10-13,Toyota,Innova Hycross,Chennai,Payment,Payment,Mobile App
CHK-09450,CUS-66524,VEH-03789,2026-12-17,MG,Hector,Delhi,Payment,Abandoned,Mobile App
CHK-09451,CUS-61718,VEH-04817,2026-03-04,Mahindra,Scorpio-N,Mumbai,Payment,Payment,Website
CHK-09452,CUS-58928,VEH-03018,2025-11-13,Hyundai,Creta,Mumbai,Payment,Abandoned,Call Center
CHK-09453,CUS-51429,VEH-01848,2025-12-18,Maruti Suzuki,Ertiga,Delhi,Started,Started,Mobile App
CHK-09454,CUS-74944,VEH-02800,2026-08-18,Tata,Nexon,Delhi,Payment,Payment,Call Center
CHK-09455,CUS-82076,VEH-00394,2026-10-19,Maruti Suzuki,Baleno,Bengaluru,Started,Abandoned,Call Center
CHK-09456,CUS-80152,VEH-03016,2025-05-19,MG,Hector,Mumbai,Payment,Payment,Call Center
CHK-09457,CUS-87158,VEH-01268,2026-05-03,Mahindra,XUV700,Pune,Payment,Abandoned,Walk-in
CHK-09458,CUS-72766,VEH-01293,2025-09-19,MG,Hector,Hyderabad,Started,Abandoned,Walk-in
CHK-09459,CUS-87968,VEH-00216,2025-09-13,Hyundai,Creta,Bengaluru,Payment,Payment,Walk-in
CHK-09460,CUS-24957,VEH-01639,2025-06-16,Mahindra,Scorpio-N,Chennai,Payment,Abandoned,Mobile App
CHK-09461,CUS-52018,VEH-02853,2025-12-12,Mahindra,Thar,Delhi,Payment,Payment,Walk-in
CHK-09462,CUS-86962,VEH-04826,2026-11-28,Mahindra,XUV700,Mumbai,Started,Abandoned,Walk-in
CHK-09463,CUS-59048,VEH-04029,2025-08-08,Hyundai,i20,Pune,Payment,Payment,Mobile App
CHK-09464,CUS-85168,VEH-02403,2026-05-14,Hyundai,Creta,Chennai,Payment,Abandoned,Walk-in
CHK-09465,CUS-44557,VEH-00321,2026-11-27,Maruti Suzuki,Ertiga,Bengaluru,Payment,Payment,Walk-in
CHK-09466,CUS-89802,VEH-00863,2025-12-18,Tata,Nexon,Mumbai,Started,Started,Mobile App
CHK-09467,CUS-49560,VEH-04280,2026-03-13,Maruti Suzuki,Swift,Pune,Payment,Abandoned,Call Center
CHK-09468,CUS-47153,VEH-01544,2026-12-04,Tata,Nexon,Bengaluru,Started,Started,Walk-in
CHK-09469,CUS-24826,VEH-04958,2026-09-14,Maruti Suzuki,Swift,Ahmedabad,Payment,Payment,Walk-in
CHK-09470,CUS-98714,VEH-04122,2025-07-21,Mahindra,Scorpio-N,Delhi,Payment,Abandoned,Walk-in
CHK-09471,CUS-59231,VEH-03017,2026-06-28,Volkswagen,Virtus,Pune,Payment,Payment,Website
CHK-09472,CUS-65886,VEH-00735,2026-11-23,Maruti Suzuki,Brezza,Bengaluru,Started,Abandoned,Mobile App
CHK-09473,CUS-96057,VEH-04509,2026-05-01,Hyundai,Creta,Chennai,Started,Started,Mobile App
CHK-09474,CUS-99462,VEH-02365,2026-12-16,Tata,Punch,Delhi,Payment,Payment,Walk-in
CHK-09475,CUS-63191,VEH-01045,2025-07-04,Toyota,Innova Hycross,Ahmedabad,Started,Abandoned,Website
CHK-09476,CUS-89447,VEH-01242,2026-11-17,Skoda,Kushaq,Mumbai,Payment,Payment,Walk-in
CHK-09477,CUS-20627,VEH-00390,2026-05-03,Toyota,Innova Hycross,Chennai,Started,Abandoned,Website
CHK-09478,CUS-34409,VEH-03533,2026-12-02,Mahindra,Thar,Chennai,Payment,Payment,Mobile App
CHK-09479,CUS-77504,VEH-04025,2026-05-16,Maruti Suzuki,Swift,Gurgaon,Payment,Payment,Website
CHK-09480,CUS-74114,VEH-02403,2026-03-07,Hyundai,Creta,Chennai,Started,Started,Website
CHK-09481,CUS-46807,VEH-04056,2026-02-19,MG,Hector,Delhi,Payment,Payment,Call Center
CHK-09482,CUS-53967,VEH-01219,2025-06-28,Tata,Punch,Delhi,Started,Abandoned,Call Center
CHK-09483,CUS-40020,VEH-04472,2026-06-16,Skoda,Kushaq,Pune,Started,Abandoned,Website
CHK-09484,CUS-46995,VEH-04207,2026-02-01,Tata,Nexon,Bengaluru,Payment,Abandoned,Call Center
CHK-09485,CUS-99612,VEH-02680,2025-07-20,Hyundai,Creta,Bengaluru,Started,Started,Website
CHK-09486,CUS-78435,VEH-02261,2025-09-05,Mahindra,Thar,Delhi,Started,Started,Mobile App
CHK-09487,CUS-88000,VEH-03484,2026-11-06,Maruti Suzuki,Baleno,Gurgaon,Started,Started,Call Center
CHK-09488,CUS-99977,VEH-02273,2025-10-28,Hyundai,Venue,Gurgaon,Started,Abandoned,Website
CHK-09489,CUS-89612,VEH-01392,2026-10-26,Hyundai,Creta,Bengaluru,Started,Started,Call Center
CHK-09490,CUS-78282,VEH-04719,2025-07-20,Honda,City,Bengaluru,Payment,Payment,Mobile App
CHK-09491,CUS-21230,VEH-03503,2025-06-03,Hyundai,Creta,Bengaluru,Payment,Payment,Call Center
CHK-09492,CUS-69765,VEH-00816,2026-12-05,Mahindra,Scorpio-N,Hyderabad,Payment,Payment,Website
CHK-09493,CUS-90434,VEH-02075,2026-05-23,Mahindra,Scorpio-N,Mumbai,Payment,Payment,Website
CHK-09494,CUS-63775,VEH-01742,2025-06-02,Maruti Suzuki,Brezza,Mumbai,Payment,Payment,Call Center
CHK-09495,CUS-86922,VEH-01084,2026-01-06,Maruti Suzuki,Swift,Bengaluru,Payment,Payment,Call Center
CHK-09496,CUS-48520,VEH-00530,2026-05-03,Hyundai,i20,Mumbai,Payment,Payment,Website
CHK-09497,CUS-31399,VEH-03504,2026-01-26,Hyundai,Venue,Chennai,Started,Started,Mobile App
CHK-09498,CUS-89323,VEH-04192,2026-05-26,Hyundai,Creta,Mumbai,Payment,Abandoned,Mobile App
CHK-09499,CUS-49548,VEH-01995,2025-06-17,Mahindra,XUV700,Bengaluru,Payment,Abandoned,Mobile App
CHK-09500,CUS-46167,VEH-02386,2025-06-01,Hyundai,Creta,Chennai,Started,Abandoned,Mobile App
CHK-09501,CUS-68334,VEH-00595,2025-04-01,Maruti Suzuki,Baleno,Chennai,Payment,Abandoned,Mobile App
CHK-09502,CUS-85286,VEH-02596,2026-07-27,Hyundai,Creta,Hyderabad,Started,Abandoned,Website
CHK-09503,CUS-48477,VEH-04567,2026-02-01,Hyundai,Creta,Bengaluru,Payment,Payment,Website
CHK-09504,CUS-88991,VEH-02958,2025-08-16,MG,Hector,Bengaluru,Started,Abandoned,Website
CHK-09505,CUS-99073,VEH-01514,2026-03-01,Honda,City,Bengaluru,Payment,Payment,Walk-in
CHK-09506,CUS-77843,VEH-02468,2026-08-04,Toyota,Innova Hycross,Chennai,Payment,Abandoned,Mobile App
CHK-09507,CUS-54431,VEH-00573,2026-07-23,Hyundai,Creta,Delhi,Started,Abandoned,Mobile App
CHK-09508,CUS-32902,VEH-04964,2025-02-28,Toyota,Innova Hycross,Pune,Payment,Payment,Call Center
CHK-09509,CUS-29421,VEH-02711,2026-03-16,Mahindra,Scorpio-N,Bengaluru,Started,Abandoned,Mobile App
CHK-09510,CUS-61908,VEH-03755,2025-05-23,Toyota,Innova Hycross,Delhi,Payment,Abandoned,Call Center
CHK-09511,CUS-89651,VEH-02381,2025-04-04,Kia,Seltos,Chennai,Payment,Payment,Website
CHK-09512,CUS-45739,VEH-04963,2026-01-28,Hyundai,Creta,Hyderabad,Started,Started,Website
CHK-09513,CUS-87413,VEH-02529,2026-06-07,Tata,Tiago,Ahmedabad,Started,Abandoned,Call Center
CHK-09514,CUS-92510,VEH-03663,2025-09-22,Tata,Nexon,Bengaluru,Payment,Abandoned,Call Center
CHK-09515,CUS-41921,VEH-02201,2026-06-13,Volkswagen,Virtus,Delhi,Started,Started,Call Center
CHK-09516,CUS-50680,VEH-03956,2025-06-02,Maruti Suzuki,Swift,Delhi,Started,Abandoned,Website
CHK-09517,CUS-84308,VEH-03792,2026-12-04,MG,Hector,Hyderabad,Payment,Abandoned,Website
CHK-09518,CUS-88382,VEH-02654,2026-05-26,Tata,Nexon,Mumbai,Started,Started,Walk-in
CHK-09519,CUS-43586,VEH-03953,2026-05-13,Hyundai,Venue,Pune,Started,Started,Mobile App
CHK-09520,CUS-25400,VEH-03206,2025-06-24,Hyundai,Creta,Chennai,Started,Started,Website
CHK-09521,CUS-76767,VEH-01889,2026-04-08,Maruti Suzuki,Baleno,Delhi,Started,Abandoned,Walk-in
CHK-09522,CUS-55220,VEH-01190,2026-11-15,Hyundai,Creta,Pune,Payment,Payment,Call Center
CHK-09523,CUS-72261,VEH-04815,2025-10-20,Maruti Suzuki,Brezza,Chennai,Started,Abandoned,Mobile App
CHK-09524,CUS-98229,VEH-04384,2026-12-02,Hyundai,Creta,Chennai,Started,Started,Walk-in
CHK-09525,CUS-95385,VEH-02937,2026-07-21,Tata,Nexon,Mumbai,Started,Started,Mobile App
CHK-09526,CUS-67542,VEH-03199,2026-05-23,Hyundai,Creta,Chennai,Started,Abandoned,Call Center
CHK-09527,CUS-69769,VEH-03844,2025-05-15,Maruti Suzuki,Brezza,Delhi,Payment,Abandoned,Website
CHK-09528,CUS-77819,VEH-00849,2026-12-15,Hyundai,Creta,Delhi,Payment,Payment,Website
CHK-09529,CUS-79448,VEH-03640,2026-08-02,Volkswagen,Virtus,Ahmedabad,Started,Started,Walk-in
CHK-09530,CUS-71256,VEH-03522,2025-08-06,Mahindra,Thar,Ahmedabad,Started,Started,Mobile App
CHK-09531,CUS-43232,VEH-04409,2025-09-15,Maruti Suzuki,Swift,Ahmedabad,Started,Abandoned,Walk-in
CHK-09532,CUS-69072,VEH-04908,2026-10-06,Maruti Suzuki,Swift,Bengaluru,Started,Abandoned,Mobile App
CHK-09533,CUS-85903,VEH-02052,2025-07-01,Hyundai,Creta,Hyderabad,Payment,Payment,Walk-in
CHK-09534,CUS-37502,VEH-02877,2025-06-29,Tata,Nexon,Pune,Started,Abandoned,Mobile App
CHK-09535,CUS-74050,VEH-04079,2025-07-27,Maruti Suzuki,Baleno,Mumbai,Started,Started,Website
CHK-09536,CUS-70012,VEH-03243,2026-06-25,Toyota,Innova Hycross,Chennai,Payment,Abandoned,Walk-in
CHK-09537,CUS-23849,VEH-04337,2025-07-09,Mahindra,XUV700,Pune,Started,Abandoned,Website
CHK-09538,CUS-58682,VEH-00459,2026-07-27,Tata,Nexon,Chennai,Payment,Payment,Mobile App
CHK-09539,CUS-86828,VEH-02294,2025-08-09,Mahindra,Scorpio-N,Hyderabad,Payment,Payment,Walk-in
CHK-09540,CUS-97561,VEH-01738,2025-06-27,Tata,Punch,Delhi,Started,Abandoned,Walk-in
CHK-09541,CUS-51116,VEH-00452,2025-06-27,Hyundai,i20,Chennai,Started,Abandoned,Call Center
CHK-09542,CUS-97482,VEH-00360,2026-03-01,Tata,Tiago,Delhi,Payment,Payment,Mobile App
CHK-09543,CUS-56437,VEH-03645,2025-06-26,Maruti Suzuki,Brezza,Mumbai,Started,Abandoned,Walk-in
CHK-09544,CUS-92489,VEH-02590,2025-12-24,Maruti Suzuki,Baleno,Mumbai,Payment,Abandoned,Mobile App
CHK-09545,CUS-41615,VEH-02690,2026-08-29,Mahindra,Scorpio-N,Delhi,Payment,Payment,Website
CHK-09546,CUS-47065,VEH-02894,2025-09-14,Maruti Suzuki,Brezza,Bengaluru,Started,Abandoned,Website
CHK-09547,CUS-60120,VEH-01922,2026-01-10,Hyundai,Creta,Gurgaon,Payment,Payment,Walk-in
CHK-09548,CUS-45408,VEH-04812,2026-01-20,Toyota,Innova Hycross,Ahmedabad,Payment,Payment,Call Center
CHK-09549,CUS-22613,VEH-03191,2025-11-26,Kia,Seltos,Ahmedabad,Payment,Payment,Mobile App
CHK-09550,CUS-56481,VEH-03917,2026-03-24,Mahindra,Thar,Delhi,Started,Started,Walk-in
CHK-09551,CUS-92256,VEH-00632,2025-08-07,Tata,Nexon,Pune,Started,Started,Walk-in
CHK-09552,CUS-57367,VEH-01767,2026-05-30,Honda,City,Delhi,Started,Abandoned,Website
CHK-09553,CUS-94396,VEH-01364,2025-09-13,Tata,Nexon,Gurgaon,Started,Started,Call Center
CHK-09554,CUS-56524,VEH-00875,2026-07-24,Maruti Suzuki,Swift,Delhi,Started,Started,Website
CHK-09555,CUS-86142,VEH-04776,2026-10-16,Hyundai,Creta,Ahmedabad,Payment,Payment,Mobile App
CHK-09556,CUS-58293,VEH-04314,2026-01-07,Tata,Punch,Bengaluru,Started,Abandoned,Website
CHK-09557,CUS-66097,VEH-02015,2025-09-17,Maruti Suzuki,Baleno,Pune,Payment,Payment,Walk-in
CHK-09558,CUS-87385,VEH-04794,2025-10-08,Maruti Suzuki,Swift,Chennai,Started,Abandoned,Call Center
CHK-09559,CUS-91868,VEH-03360,2026-11-26,Maruti Suzuki,Ertiga,Delhi,Started,Abandoned,Website
CHK-09560,CUS-83714,VEH-01844,2026-12-03,Hyundai,Venue,Hyderabad,Started,Started,Website
CHK-09561,CUS-71112,VEH-02920,2025-09-03,Maruti Suzuki,Baleno,Mumbai,Started,Started,Mobile App
CHK-09562,CUS-64091,VEH-04351,2025-11-05,Maruti Suzuki,Ertiga,Ahmedabad,Payment,Payment,Call Center
CHK-09563,CUS-70155,VEH-02542,2025-04-18,Hyundai,i20,Chennai,Started,Started,Mobile App
CHK-09564,CUS-53485,VEH-03855,2026-09-17,Tata,Tiago,Gurgaon,Started,Abandoned,Mobile App
CHK-09565,CUS-78809,VEH-03284,2026-12-11,MG,Hector,Chennai,Payment,Abandoned,Call Center
CHK-09566,CUS-94577,VEH-03212,2025-11-01,Tata,Nexon,Gurgaon,Started,Abandoned,Mobile App
CHK-09567,CUS-93973,VEH-04200,2026-06-15,Hyundai,i20,Mumbai,Started,Abandoned,Call Center
CHK-09568,CUS-83963,VEH-01253,2026-07-05,Honda,City,Delhi,Started,Abandoned,Website
CHK-09569,CUS-65768,VEH-04322,2025-07-06,Mahindra,XUV700,Delhi,Started,Started,Website
CHK-09570,CUS-42471,VEH-03197,2026-03-29,Hyundai,Venue,Chennai,Started,Abandoned,Mobile App
CHK-09571,CUS-55925,VEH-01909,2025-05-09,Honda,City,Hyderabad,Started,Started,Mobile App
CHK-09572,CUS-30442,VEH-04680,2025-12-03,Mahindra,XUV700,Mumbai,Started,Started,Walk-in
CHK-09573,CUS-20644,VEH-03379,2026-02-17,Mahindra,Scorpio-N,Pune,Payment,Payment,Website
CHK-09574,CUS-36284,VEH-03351,2025-12-16,Maruti Suzuki,Baleno,Bengaluru,Payment,Abandoned,Mobile App
CHK-09575,CUS-29033,VEH-03631,2025-04-13,Mahindra,Thar,Delhi,Started,Abandoned,Walk-in
CHK-09576,CUS-57236,VEH-00074,2026-11-20,Hyundai,Creta,Delhi,Started,Abandoned,Call Center
CHK-09577,CUS-68169,VEH-03172,2026-01-20,Hyundai,Venue,Bengaluru,Payment,Payment,Call Center
CHK-09578,CUS-28942,VEH-01579,2025-04-06,Hyundai,Creta,Pune,Payment,Abandoned,Walk-in
CHK-09579,CUS-26764,VEH-03231,2025-10-19,Hyundai,Creta,Mumbai,Started,Abandoned,Website
CHK-09580,CUS-30143,VEH-02661,2025-05-27,Kia,Seltos,Pune,Payment,Abandoned,Mobile App
CHK-09581,CUS-92413,VEH-04968,2026-01-07,Tata,Nexon,Gurgaon,Payment,Payment,Call Center
CHK-09582,CUS-97668,VEH-04058,2025-09-12,Mahindra,Scorpio-N,Chennai,Started,Abandoned,Website
CHK-09583,CUS-54304,VEH-01800,2025-09-07,Hyundai,Creta,Ahmedabad,Payment,Abandoned,Walk-in
CHK-09584,CUS-84677,VEH-01704,2026-01-22,Mahindra,Scorpio-N,Chennai,Payment,Payment,Walk-in
CHK-09585,CUS-73942,VEH-02907,2025-03-21,Kia,Seltos,Bengaluru,Payment,Abandoned,Call Center
CHK-09586,CUS-67607,VEH-01018,2025-08-24,Toyota,Innova Hycross,Gurgaon,Payment,Payment,Walk-in
CHK-09587,CUS-46972,VEH-04844,2026-08-10,Tata,Nexon,Chennai,Payment,Payment,Call Center
CHK-09588,CUS-44257,VEH-01750,2025-03-12,Hyundai,i20,Hyderabad,Payment,Abandoned,Walk-in
CHK-09589,CUS-45485,VEH-04492,2026-12-11,Skoda,Kushaq,Gurgaon,Started,Abandoned,Call Center
CHK-09590,CUS-69041,VEH-01616,2026-05-03,Tata,Tiago,Chennai,Started,Started,Mobile App
CHK-09591,CUS-53347,VEH-02299,2026-03-09,Mahindra,Thar,Delhi,Payment,Payment,Walk-in
CHK-09592,CUS-97637,VEH-04046,2026-12-06,Hyundai,Creta,Delhi,Payment,Payment,Website
CHK-09593,CUS-24846,VEH-02981,2026-04-07,Mahindra,Thar,Ahmedabad,Started,Abandoned,Website
CHK-09594,CUS-29505,VEH-02262,2025-06-26,Tata,Nexon,Chennai,Payment,Payment,Walk-in
CHK-09595,CUS-89475,VEH-00040,2025-11-02,Tata,Nexon,Mumbai,Payment,Payment,Website
CHK-09596,CUS-79022,VEH-03028,2026-03-30,Toyota,Innova Hycross,Bengaluru,Payment,Payment,Walk-in
CHK-09597,CUS-23144,VEH-02951,2025-02-15,MG,Hector,Delhi,Payment,Payment,Website
CHK-09598,CUS-42439,VEH-04433,2025-12-17,Tata,Nexon,Gurgaon,Started,Abandoned,Mobile App
CHK-09599,CUS-26557,VEH-03910,2026-06-06,Maruti Suzuki,Swift,Mumbai,Payment,Abandoned,Website
CHK-09600,CUS-98897,VEH-02138,2026-05-01,MG,Hector,Bengaluru,Payment,Payment,Walk-in
CHK-09601,CUS-76817,VEH-03719,2026-12-04,Mahindra,XUV700,Ahmedabad,Started,Abandoned,Mobile App
CHK-09602,CUS-43005,VEH-04624,2025-09-12,Maruti Suzuki,Brezza,Pune,Payment,Abandoned,Website
CHK-09603,CUS-61496,VEH-01241,2026-08-04,Maruti Suzuki,Swift,Pune,Started,Abandoned,Mobile App
CHK-09604,CUS-70923,VEH-01455,2025-02-09,Tata,Nexon,Mumbai,Started,Abandoned,Call Center
CHK-09605,CUS-98235,VEH-01026,2026-06-01,Mahindra,Thar,Delhi,Payment,Abandoned,Call Center
CHK-09606,CUS-59309,VEH-03055,2025-05-21,Maruti Suzuki,Swift,Chennai,Payment,Abandoned,Website
CHK-09607,CUS-53569,VEH-04106,2025-07-31,Mahindra,Thar,Gurgaon,Payment,Payment,Website
CHK-09608,CUS-79723,VEH-01092,2025-07-08,Tata,Nexon,Bengaluru,Payment,Payment,Website
CHK-09609,CUS-79629,VEH-03073,2026-08-06,Skoda,Kushaq,Hyderabad,Payment,Payment,Walk-in
CHK-09610,CUS-46204,VEH-01789,2025-09-10,Hyundai,Creta,Pune,Started,Started,Mobile App
CHK-09611,CUS-44445,VEH-00593,2026-10-02,Hyundai,Creta,Bengaluru,Payment,Payment,Website
CHK-09612,CUS-97358,VEH-00320,2025-06-16,Hyundai,Venue,Bengaluru,Payment,Payment,Call Center
CHK-09613,CUS-41992,VEH-01673,2026-04-05,Tata,Nexon,Gurgaon,Payment,Payment,Walk-in
CHK-09614,CUS-78317,VEH-04571,2025-03-09,Tata,Nexon,Mumbai,Started,Abandoned,Mobile App
CHK-09615,CUS-29233,VEH-02329,2025-06-16,Mahindra,XUV700,Bengaluru,Payment,Payment,Mobile App
CHK-09616,CUS-50573,VEH-04743,2025-11-21,Kia,Seltos,Hyderabad,Started,Started,Website
CHK-09617,CUS-83761,VEH-02331,2025-10-26,Mahindra,Scorpio-N,Hyderabad,Started,Started,Mobile App
CHK-09618,CUS-89875,VEH-00477,2026-01-25,Mahindra,XUV700,Mumbai,Started,Abandoned,Mobile App
CHK-09619,CUS-28511,VEH-00080,2025-04-26,Tata,Tiago,Bengaluru,Payment,Abandoned,Call Center
CHK-09620,CUS-63412,VEH-02670,2025-07-28,Tata,Tiago,Bengaluru,Started,Started,Website
CHK-09621,CUS-84043,VEH-00580,2026-05-03,Hyundai,Creta,Chennai,Payment,Payment,Website
CHK-09622,CUS-94769,VEH-04320,2026-12-09,Toyota,Innova Hycross,Hyderabad,Payment,Payment,Mobile App
CHK-09623,CUS-88918,VEH-02305,2025-08-17,Toyota,Innova Hycross,Delhi,Payment,Payment,Walk-in
CHK-09624,CUS-21250,VEH-01100,2026-10-27,Hyundai,Creta,Delhi,Payment,Payment,Website
CHK-09625,CUS-98201,VEH-02474,2025-04-22,Maruti Suzuki,Baleno,Delhi,Payment,Abandoned,Walk-in
CHK-09626,CUS-42941,VEH-03942,2026-09-27,Kia,Seltos,Bengaluru,Started,Abandoned,Website
CHK-09627,CUS-62399,VEH-03943,2026-04-26,MG,Hector,Pune,Payment,Abandoned,Call Center
CHK-09628,CUS-54001,VEH-02055,2026-11-06,Tata,Punch,Gurgaon,Payment,Abandoned,Website
CHK-09629,CUS-29666,VEH-02463,2026-06-25,Volkswagen,Virtus,Gurgaon,Payment,Payment,Walk-in
CHK-09630,CUS-85093,VEH-04548,2026-08-16,BMW,3 Series,Mumbai,Started,Abandoned,Walk-in
CHK-09631,CUS-71232,VEH-01627,2025-06-30,Mahindra,Scorpio-N,Chennai,Started,Started,Mobile App
CHK-09632,CUS-99263,VEH-01318,2025-04-12,Maruti Suzuki,Brezza,Mumbai,Payment,Payment,Mobile App
CHK-09633,CUS-60443,VEH-04378,2025-08-04,MG,Hector,Bengaluru,Payment,Payment,Website
CHK-09634,CUS-99405,VEH-02354,2026-07-08,Tata,Nexon,Mumbai,Payment,Payment,Walk-in
CHK-09635,CUS-38442,VEH-03566,2025-09-07,Hyundai,Creta,Mumbai,Started,Started,Walk-in
CHK-09636,CUS-57277,VEH-04301,2025-05-26,Hyundai,Creta,Ahmedabad,Started,Started,Mobile App
CHK-09637,CUS-89197,VEH-00221,2025-07-26,Mahindra,Thar,Pune,Started,Abandoned,Website
CHK-09638,CUS-40370,VEH-03237,2025-06-14,Maruti Suzuki,Swift,Gurgaon,Started,Abandoned,Walk-in
CHK-09639,CUS-60390,VEH-02070,2026-05-03,Hyundai,Creta,Hyderabad,Started,Started,Mobile App
CHK-09640,CUS-54174,VEH-02198,2025-08-23,MG,Hector,Gurgaon,Started,Abandoned,Call Center
CHK-09641,CUS-76704,VEH-04400,2025-06-26,Hyundai,Creta,Ahmedabad,Started,Abandoned,Mobile App
CHK-09642,CUS-67052,VEH-02164,2026-04-17,Tata,Nexon,Ahmedabad,Started,Abandoned,Call Center
CHK-09643,CUS-58675,VEH-03941,2025-06-30,Mahindra,Scorpio-N,Mumbai,Payment,Payment,Website
CHK-09644,CUS-67164,VEH-02667,2025-10-12,Hyundai,Creta,Delhi,Started,Started,Website
CHK-09645,CUS-52617,VEH-00555,2026-04-12,Maruti Suzuki,Brezza,Mumbai,Payment,Abandoned,Mobile App
CHK-09646,CUS-69063,VEH-02048,2025-10-28,Mahindra,Thar,Ahmedabad,Payment,Payment,Walk-in
CHK-09647,CUS-75686,VEH-02137,2026-05-07,Hyundai,Creta,Pune,Payment,Payment,Mobile App
CHK-09648,CUS-64899,VEH-02005,2026-09-07,Mahindra,XUV700,Chennai,Started,Started,Walk-in
CHK-09649,CUS-44349,VEH-04424,2026-12-11,Tata,Nexon,Gurgaon,Payment,Abandoned,Website
CHK-09650,CUS-82514,VEH-03836,2026-03-03,Maruti Suzuki,Baleno,Hyderabad,Payment,Abandoned,Mobile App
CHK-09651,CUS-57138,VEH-04964,2025-03-12,Toyota,Innova Hycross,Pune,Started,Started,Website
CHK-09652,CUS-43481,VEH-00705,2025-07-08,Hyundai,Creta,Pune,Started,Started,Call Center
CHK-09653,CUS-49325,VEH-02624,2025-11-17,Mahindra,Thar,Hyderabad,Started,Abandoned,Call Center
CHK-09654,CUS-93219,VEH-01446,2025-07-17,Honda,City,Ahmedabad,Payment,Abandoned,Mobile App
CHK-09655,CUS-72633,VEH-00705,2025-09-28,Hyundai,Creta,Pune,Payment,Abandoned,Mobile App
CHK-09656,CUS-26796,VEH-04039,2025-03-28,Tata,Nexon,Ahmedabad,Payment,Payment,Mobile App
CHK-09657,CUS-94290,VEH-04617,2026-01-24,BMW,3 Series,Bengaluru,Payment,Payment,Mobile App
CHK-09658,CUS-40836,VEH-02438,2025-07-20,Tata,Nexon,Hyderabad,Started,Started,Mobile App
CHK-09659,CUS-44203,VEH-01891,2026-05-04,Mahindra,Scorpio-N,Hyderabad,Started,Started,Mobile App
CHK-09660,CUS-81276,VEH-04158,2025-06-19,MG,Hector,Hyderabad,Started,Abandoned,Walk-in
CHK-09661,CUS-86340,VEH-03175,2026-07-06,Maruti Suzuki,Brezza,Gurgaon,Started,Started,Mobile App
CHK-09662,CUS-50054,VEH-03088,2026-11-29,Tata,Nexon,Ahmedabad,Started,Abandoned,Website
CHK-09663,CUS-33716,VEH-01791,2025-07-26,Volkswagen,Virtus,Pune,Payment,Payment,Call Center
CHK-09664,CUS-34275,VEH-01069,2025-03-28,Kia,Seltos,Mumbai,Started,Abandoned,Website
CHK-09665,CUS-76492,VEH-01844,2026-11-01,Hyundai,Venue,Hyderabad,Payment,Abandoned,Website
CHK-09666,CUS-42954,VEH-01877,2025-08-09,Toyota,Innova Hycross,Chennai,Started,Started,Mobile App
CHK-09667,CUS-54998,VEH-01792,2026-11-26,Maruti Suzuki,Baleno,Delhi,Started,Abandoned,Website
CHK-09668,CUS-81032,VEH-02876,2026-05-21,Skoda,Kushaq,Hyderabad,Payment,Payment,Mobile App
CHK-09669,CUS-69768,VEH-01172,2025-12-31,Hyundai,Creta,Mumbai,Started,Abandoned,Mobile App
CHK-09670,CUS-41525,VEH-04782,2026-05-11,Mahindra,XUV700,Pune,Payment,Payment,Website
CHK-09671,CUS-39614,VEH-00489,2025-11-07,Tata,Nexon,Gurgaon,Payment,Abandoned,Mobile App
CHK-09672,CUS-52981,VEH-02337,2026-08-12,Toyota,Innova Hycross,Bengaluru,Started,Abandoned,Website
CHK-09673,CUS-95984,VEH-03434,2025-04-15,Maruti Suzuki,Brezza,Mumbai,Started,Abandoned,Mobile App
CHK-09674,CUS-41982,VEH-04974,2025-05-14,Kia,Seltos,Delhi,Payment,Payment,Mobile App
CHK-09675,CUS-98104,VEH-03305,2025-04-06,Hyundai,Creta,Gurgaon,Started,Abandoned,Walk-in
CHK-09676,CUS-54925,VEH-01053,2026-08-10,Honda,City,Delhi,Payment,Abandoned,Walk-in
CHK-09677,CUS-31620,VEH-04253,2026-02-08,Toyota,Innova Hycross,Pune,Payment,Payment,Website
CHK-09678,CUS-22123,VEH-00752,2026-05-28,Tata,Nexon,Ahmedabad,Payment,Abandoned,Walk-in
CHK-09679,CUS-33142,VEH-00058,2026-01-16,Hyundai,Creta,Mumbai,Started,Started,Website
CHK-09680,CUS-74523,VEH-02754,2025-03-11,Tata,Nexon,Gurgaon,Payment,Payment,Website
CHK-09681,CUS-99511,VEH-04656,2025-05-06,Kia,Seltos,Chennai,Started,Started,Website
CHK-09682,CUS-87725,VEH-04718,2025-07-13,Maruti Suzuki,Brezza,Mumbai,Started,Started,Website
