trade_in_id,customer_id,new_vehicle_id,trade_in_date,trade_in_brand,trade_in_model,trade_in_year,trade_in_mileage,trade_in_value,location
TRD-01872,CUS-00436,VEH-00129,2026-11-13,Hyundai,i20,2021,37863,152000,Bengaluru
TRD-01873,CUS-04632,VEH-01171,2026-09-12,Kia,Seltos,2014,125862,45000,Ahmedabad
TRD-01874,CUS-01020,VEH-01418,2025-12-03,Hyundai,Venue,2021,21719,239000,Ahmedabad
TRD-01875,CUS-00992,VEH-02363,2025-03-30,Kia,Seltos,2023,64648,170000,Delhi
TRD-01876,CUS-02626,VEH-03457,2026-08-25,Maruti Suzuki,Dzire,2016,75829,155000,Gurgaon
TRD-01877,CUS-02530,VEH-01763,2026-06-27,Kia,Seltos,2012,110837,83000,Bengaluru
TRD-01878,CUS-04569,VEH-03150,2025-11-02,Hyundai,Venue,2019,84062,86000,Pune
TRD-01879,CUS-02104,VEH-00116,2026-04-25,Tata,Tiago,2017,80926,155000,Pune
TRD-01880,CUS-04245,VEH-00650,2026-06-20,Hyundai,Creta,2016,55165,174000,Pune
TRD-01881,CUS-02971,VEH-04003,2025-03-30,Hyundai,Venue,2015,45621,115000,Bengaluru
TRD-01882,CUS-00476,VEH-04141,2025-12-02,Ford,EcoSport,2018,62911,79000,Mumbai
TRD-01883,CUS-04840,VEH-03182,2025-07-03,Honda,City,2020,44192,188000,Delhi
TRD-01884,CUS-03347,VEH-02238,2026-11-06,Honda,City,2013,45322,66000,Bengaluru
TRD-01885,CUS-04180,VEH-04467,2026-03-31,Tata,Nexon,2012,71161,87000,Mumbai
TRD-01886,CUS-03680,VEH-00186,2026-02-06,Maruti Suzuki,Swift,2015,65990,88000,Delhi
TRD-01887,CUS-04061,VEH-01593,2025-06-06,Honda,City,2013,144509,111000,Bengaluru
TRD-01888,CUS-01864,VEH-00583,2025-07-06,Mahindra,XUV500,2015,44724,97000,Hyderabad
TRD-01889,CUS-01771,VEH-02546,2025-09-18,Renault,Kwid,2023,100638,330000,Pune
TRD-01890,CUS-04672,VEH-03443,2026-10-06,Ford,EcoSport,2014,127047,48000,Chennai
TRD-01891,CUS-03463,VEH-03335,2025-08-02,Tata,Nexon,2022,20211,271000,Pune
TRD-01892,CUS-00369,VEH-03713,2026-06-22,Kia,Seltos,2014,144036,45000,Pune
TRD-01893,CUS-04670,VEH-03042,2026-06-12,Tata,Nexon,2019,101200,111000,Mumbai
TRD-01894,CUS-03184,VEH-02186,2026-02-26,Mahindra,XUV500,2012,89306,66000,Pune
TRD-01895,CUS-01522,VEH-00814,2025-04-03,Hyundai,Venue,2020,91021,312000,Ahmedabad
TRD-01896,CUS-03804,VEH-04930,2025-06-23,Mahindra,XUV500,2019,137253,124000,Chennai
TRD-01897,CUS-03845,VEH-02395,2026-12-16,Mahindra,XUV500,2017,76947,153000,Mumbai
TRD-01898,CUS-02864,VEH-00131,2025-07-28,Honda,Amaze,2018,58581,108000,Hyderabad
TRD-01899,CUS-00255,VEH-02504,2026-10-25,Maruti Suzuki,Dzire,2021,103915,236000,Delhi
TRD-01900,CUS-04994,VEH-02777,2026-12-19,Renault,Kwid,2019,108959,198000,Mumbai
TRD-01901,CUS-04890,VEH-04072,2025-08-15,Kia,Seltos,2023,69399,347000,Hyderabad
TRD-01902,CUS-02437,VEH-02209,2026-04-03,Mahindra,XUV500,2014,48348,100000,Mumbai
TRD-01903,CUS-00092,VEH-04847,2026-01-15,Kia,Seltos,2014,25547,55000,Hyderabad
TRD-01904,CUS-03448,VEH-02538,2026-06-05,Tata,Tiago,2022,63220,151000,Hyderabad
TRD-01905,CUS-00407,VEH-00157,2025-10-11,Maruti Suzuki,Swift,2021,23818,133000,Mumbai
TRD-01906,CUS-02328,VEH-01693,2025-10-03,Mahindra,XUV500,2015,99539,125000,Mumbai
TRD-01907,CUS-01672,VEH-01319,2025-07-14,Tata,Nexon,2021,49657,348000,Ahmedabad
TRD-01908,CUS-02415,VEH-00119,2026-09-13,Hyundai,Venue,2021,142619,91000,Pune
TRD-01909,CUS-03866,VEH-01477,2026-08-18,Ford,EcoSport,2019,47685,205000,Bengaluru
TRD-01910,CUS-03489,VEH-02561,2025-09-03,Hyundai,Creta,2014,76280,99000,Chennai
TRD-01911,CUS-02369,VEH-01610,2025-11-12,Renault,Kwid,2016,88810,94000,Chennai
TRD-01912,CUS-03312,VEH-00017,2026-04-10,Kia,Seltos,2018,69276,127000,Pune
TRD-01913,CUS-00716,VEH-03463,2026-03-05,Hyundai,Creta,2017,89806,169000,Chennai
TRD-01914,CUS-02125,VEH-04256,2025-08-26,Maruti Suzuki,Swift,2013,18211,123000,Delhi
TRD-01915,CUS-00808,VEH-03298,2025-08-16,Mahindra,XUV500,2016,57680,151000,Delhi
TRD-01916,CUS-01207,VEH-02337,2026-10-16,Tata,Tiago,2021,36507,421000,Bengaluru
TRD-01917,CUS-03217,VEH-00696,2026-12-18,Honda,City,2012,66029,115000,Gurgaon
TRD-01918,CUS-03451,VEH-02620,2025-07-30,Hyundai,Venue,2022,35651,207000,Gurgaon
TRD-01919,CUS-04462,VEH-00163,2026-08-19,Ford,EcoSport,2022,77252,322000,Chennai
TRD-01920,CUS-00601,VEH-01136,2026-07-26,Maruti Suzuki,Swift,2014,63140,80000,Chennai
TRD-01921,CUS-01313,VEH-01013,2025-05-04,Maruti Suzuki,Swift,2015,41061,107000,Bengaluru
TRD-01922,CUS-04255,VEH-02160,2026-12-19,Maruti Suzuki,Dzire,2023,24846,545000,Bengaluru
TRD-01923,CUS-01380,VEH-03383,2025-07-03,Hyundai,i20,2020,117868,107000,Gurgaon
TRD-01924,CUS-04938,VEH-03328,2026-11-10,Renault,Kwid,2021,77491,307000,Mumbai
TRD-01925,CUS-04429,VEH-01253,2026-06-21,Tata,Tiago,2017,64818,105000,Delhi
TRD-01926,CUS-02452,VEH-01960,2026-05-06,Tata,Tiago,2012,102357,113000,Gurgaon
TRD-01927,CUS-04905,VEH-02895,2026-02-15,Tata,Nexon,2022,115605,209000,Delhi
TRD-01928,CUS-00321,VEH-02066,2025-07-12,Renault,Kwid,2014,38756,63000,Ahmedabad
TRD-01929,CUS-00559,VEH-02260,2025-07-02,Tata,Tiago,2018,74284,126000,Ahmedabad
TRD-01930,CUS-00376,VEH-02242,2026-06-29,Hyundai,i20,2019,55443,177000,Mumbai
TRD-01931,CUS-01844,VEH-02309,2026-12-14,Maruti Suzuki,Dzire,2015,46060,129000,Mumbai
TRD-01932,CUS-00991,VEH-02101,2026-09-25,Kia,Seltos,2023,63563,247000,Mumbai
TRD-01933,CUS-01423,VEH-00035,2026-01-03,Honda,Amaze,2018,140779,169000,Gurgaon
TRD-01934,CUS-02558,VEH-02836,2026-04-23,Kia,Seltos,2014,96371,45000,Chennai
TRD-01935,CUS-04226,VEH-04708,2025-10-31,Ford,EcoSport,2021,57838,168000,Bengaluru
TRD-01936,CUS-02802,VEH-01076,2026-03-31,Renault,Kwid,2016,83333,104000,Bengaluru
TRD-01937,CUS-04503,VEH-03657,2026-03-04,Tata,Nexon,2015,116996,56000,Chennai
TRD-01938,CUS-02979,VEH-01745,2025-03-25,Tata,Nexon,2016,118879,116000,Mumbai
TRD-01939,CUS-03026,VEH-00312,2025-09-20,Honda,City,2019,75274,251000,Ahmedabad
TRD-01940,CUS-03697,VEH-00938,2026-03-08,Honda,Amaze,2022,83098,108000,Mumbai
TRD-01941,CUS-00017,VEH-03151,2025-10-23,Hyundai,Creta,2018,130927,70000,Bengaluru
TRD-01942,CUS-01048,VEH-03985,2026-06-02,Kia,Seltos,2023,119462,372000,Mumbai
TRD-01943,CUS-02801,VEH-04216,2026-09-24,Toyota,Innova,2017,26732,211000,Pune
TRD-01944,CUS-00029,VEH-02063,2025-08-16,Kia,Seltos,2022,18687,233000,Chennai
TRD-01945,CUS-03640,VEH-00137,2025-12-04,Toyota,Innova,2017,72110,190000,Chennai
TRD-01946,CUS-02413,VEH-04096,2026-04-10,Toyota,Innova,2014,73672,113000,Gurgaon
TRD-01947,CUS-01607,VEH-03149,2026-06-19,Tata,Tiago,2021,64807,130000,Mumbai
TRD-01948,CUS-01429,VEH-02965,2026-05-09,Honda,City,2023,70091,127000,Bengaluru
TRD-01949,CUS-02491,VEH-02714,2026-08-10,Mahindra,XUV500,2018,46884,163000,Chennai
TRD-01950,CUS-03366,VEH-02367,2025-11-20,Hyundai,Creta,2017,22150,106000,Ahmedabad
TRD-01951,CUS-03348,VEH-03109,2025-11-29,Tata,Nexon,2014,118011,71000,Delhi
TRD-01952,CUS-00815,VEH-00468,2026-04-30,Renault,Kwid,2022,101783,108000,Gurgaon
TRD-01953,CUS-01433,VEH-04884,2026-06-22,Hyundai,i20,2014,61860,52000,Gurgaon
TRD-01954,CUS-04385,VEH-04826,2026-11-16,Renault,Kwid,2015,91541,70000,Mumbai
TRD-01955,CUS-02568,VEH-03793,2025-06-11,Mahindra,XUV500,2023,54923,458000,Hyderabad
TRD-01956,CUS-01559,VEH-03378,2026-05-23,Toyota,Innova,2014,135706,83000,Delhi
TRD-01957,CUS-01546,VEH-02094,2025-11-17,Ford,EcoSport,2013,134242,109000,Chennai
TRD-01958,CUS-01572,VEH-04622,2025-07-31,Kia,Seltos,2019,100581,189000,Gurgaon
TRD-01959,CUS-01194,VEH-00376,2026-12-18,Hyundai,i20,2022,96298,278000,Hyderabad
TRD-01960,CUS-02223,VEH-02213,2026-05-30,Renault,Kwid,2020,96419,237000,Pune
TRD-01961,CUS-02478,VEH-01393,2025-08-25,Mahindra,XUV500,2015,61449,95000,Mumbai
TRD-01962,CUS-00221,VEH-04445,2025-09-03,Mahindra,XUV500,2021,107457,111000,Ahmedabad
TRD-01963,CUS-04444,VEH-01830,2026-09-18,Honda,Amaze,2015,141730,79000,Hyderabad
TRD-01964,CUS-01201,VEH-04011,2026-02-24,Hyundai,Creta,2023,80060,165000,Mumbai
TRD-01965,CUS-04398,VEH-02056,2026-04-17,Maruti Suzuki,Swift,2021,108833,114000,Mumbai
TRD-01966,CUS-04196,VEH-01565,2026-10-09,Tata,Tiago,2022,57574,475000,Chennai
TRD-01967,CUS-03101,VEH-00241,2026-04-07,Hyundai,Venue,2013,34056,105000,Pune
TRD-01968,CUS-02002,VEH-02678,2026-08-12,Kia,Seltos,2018,49302,274000,Delhi
TRD-01969,CUS-02791,VEH-04094,2026-07-15,Toyota,Innova,2012,91994,55000,Ahmedabad
TRD-01970,CUS-00374,VEH-03590,2025-09-22,Maruti Suzuki,Swift,2017,105746,128000,Hyderabad
TRD-01971,CUS-00810,VEH-02237,2025-07-20,Renault,Kwid,2017,97320,90000,Ahmedabad
TRD-01972,CUS-00119,VEH-02173,2026-10-19,Tata,Tiago,2022,144110,109000,Hyderabad
TRD-01973,CUS-03420,VEH-04974,2025-03-10,Ford,EcoSport,2017,98872,182000,Delhi
TRD-01974,CUS-03555,VEH-02189,2025-06-26,Hyundai,Venue,2016,137417,119000,Bengaluru
TRD-01975,CUS-01368,VEH-02288,2025-05-02,Honda,City,2014,29666,108000,Mumbai
TRD-01976,CUS-00836,VEH-02752,2025-08-31,Hyundai,i20,2012,106592,80000,Gurgaon
TRD-01977,CUS-04627,VEH-01045,2025-06-14,Hyundai,Creta,2014,89479,92000,Ahmedabad
TRD-01978,CUS-03365,VEH-03815,2025-04-02,Maruti Suzuki,Swift,2019,89721,151000,Bengaluru
TRD-01979,CUS-04500,VEH-03400,2025-11-26,Maruti Suzuki,Swift,2023,66924,197000,Hyderabad
TRD-01980,CUS-04039,VEH-04496,2025-12-28,Maruti Suzuki,Dzire,2021,24311,256000,Chennai
TRD-01981,CUS-01521,VEH-02932,2025-02-20,Tata,Tiago,2017,127433,192000,Pune
TRD-01982,CUS-04031,VEH-00662,2025-04-21,Toyota,Innova,2019,126579,213000,Chennai
TRD-01983,CUS-00062,VEH-04832,2026-04-11,Maruti Suzuki,Swift,2022,70680,382000,Ahmedabad
TRD-01984,CUS-03905,VEH-02269,2026-03-07,Maruti Suzuki,Dzire,2015,117672,45000,Hyderabad
TRD-01985,CUS-00048,VEH-00731,2025-07-04,Hyundai,Creta,2016,121308,80000,Bengaluru
TRD-01986,CUS-04264,VEH-00476,2025-05-11,Kia,Seltos,2017,119760,146000,Gurgaon
TRD-01987,CUS-01321,VEH-04743,2025-08-13,Hyundai,i20,2019,78689,264000,Hyderabad
TRD-01988,CUS-04700,VEH-02962,2026-04-11,Toyota,Innova,2014,134155,97000,Delhi
TRD-01989,CUS-01127,VEH-04703,2026-05-21,Mahindra,XUV500,2013,125560,91000,Ahmedabad
TRD-01990,CUS-02336,VEH-02749,2026-04-05,Mahindra,XUV500,2016,96385,169000,Bengaluru
TRD-01991,CUS-00042,VEH-00736,2025-10-11,Toyota,Innova,2020,102541,279000,Ahmedabad
TRD-01992,CUS-00277,VEH-00447,2026-07-25,Maruti Suzuki,Swift,2012,40244,121000,Mumbai
TRD-01993,CUS-02467,VEH-03305,2025-03-11,Toyota,Innova,2013,104248,45000,Gurgaon
TRD-01994,CUS-01772,VEH-00835,2025-12-22,Renault,Kwid,2016,65898,148000,Ahmedabad
TRD-01995,CUS-03369,VEH-01758,2026-04-30,Honda,Amaze,2019,44934,231000,Bengaluru
TRD-01996,CUS-00315,VEH-02360,2025-10-07,Hyundai,Venue,2020,63362,182000,Bengaluru
TRD-01997,CUS-04130,VEH-00203,2026-06-24,Honda,Amaze,2021,131585,214000,Hyderabad
TRD-01998,CUS-04090,VEH-04127,2026-01-16,Maruti Suzuki,Dzire,2015,113995,118000,Bengaluru
TRD-01999,CUS-03020,VEH-04340,2026-11-24,Hyundai,Creta,2019,132125,108000,Delhi
TRD-02000,CUS-00981,VEH-03733,2025-02-18,Maruti Suzuki,Dzire,2022,120689,161000,Chennai
TRD-02001,CUS-02952,VEH-04630,2026-02-26,Hyundai,Venue,2019,97967,142000,Ahmedabad
TRD-02002,CUS-00176,VEH-00265,2026-10-28,Maruti Suzuki,Dzire,2016,48818,140000,Chennai
TRD-02003,CUS-01168,VEH-04356,2025-06-29,Maruti Suzuki,Dzire,2022,136651,101000,Ahmedabad
TRD-02004,CUS-03475,VEH-04603,2026-12-10,Renault,Kwid,2013,36946,155000,Hyderabad
TRD-02005,CUS-01391,VEH-02782,2026-02-01,Tata,Tiago,2021,72559,247000,Hyderabad
TRD-02006,CUS-02679,VEH-02810,2025-06-06,Tata,Tiago,2021,102656,343000,Hyderabad
TRD-02007,CUS-01798,VEH-01168,2026-09-12,Hyundai,Venue,2022,142191,191000,Bengaluru
TRD-02008,CUS-03611,VEH-01675,2025-10-29,Toyota,Innova,2020,140976,163000,Gurgaon
TRD-02009,CUS-04493,VEH-03398,2025-09-13,Honda,City,2016,86034,114000,Gurgaon
TRD-02010,CUS-03359,VEH-02206,2026-05-08,Maruti Suzuki,Dzire,2021,82331,152000,Pune
TRD-02011,CUS-01966,VEH-02615,2026-02-22,Honda,City,2021,64302,169000,Chennai
TRD-02012,CUS-02961,VEH-03967,2026-01-09,Maruti Suzuki,Swift,2016,36511,59000,Mumbai
TRD-02013,CUS-03698,VEH-01025,2026-11-14,Maruti Suzuki,Swift,2023,120464,377000,Delhi
TRD-02014,CUS-00724,VEH-03953,2026-06-20,Hyundai,i20,2016,118252,132000,Pune
TRD-02015,CUS-01702,VEH-02779,2026-03-01,Maruti Suzuki,Dzire,2020,122951,107000,Hyderabad
TRD-02016,CUS-01810,VEH-01899,2026-09-25,Tata,Tiago,2022,54145,323000,Delhi
TRD-02017,CUS-04175,VEH-00767,2025-10-10,Maruti Suzuki,Swift,2015,134616,91000,Delhi
TRD-02018,CUS-01195,VEH-01487,2025-02-19,Tata,Tiago,2021,40356,178000,Chennai
TRD-02019,CUS-04094,VEH-00718,2025-09-10,Tata,Tiago,2015,47224,125000,Delhi
TRD-02020,CUS-01875,VEH-00156,2025-03-22,Hyundai,Creta,2013,48492,155000,Bengaluru
TRD-02021,CUS-03209,VEH-02943,2026-05-07,Hyundai,i20,2014,24144,116000,Delhi
TRD-02022,CUS-00403,VEH-03653,2026-02-01,Toyota,Innova,2014,98373,115000,Delhi
TRD-02023,CUS-03594,VEH-01024,2026-07-07,Honda,City,2018,41027,121000,Pune
TRD-02024,CUS-04820,VEH-00727,2026-09-19,Tata,Nexon,2019,19139,314000,Ahmedabad
TRD-02025,CUS-04297,VEH-01403,2026-12-16,Hyundai,i20,2012,85391,56000,Pune
TRD-02026,CUS-03056,VEH-04723,2026-10-25,Honda,City,2012,77907,113000,Bengaluru
TRD-02027,CUS-02508,VEH-01410,2026-07-10,Mahindra,XUV500,2022,62282,337000,Pune
TRD-02028,CUS-03221,VEH-00135,2026-11-01,Kia,Seltos,2014,33239,116000,Chennai
TRD-02029,CUS-02808,VEH-02512,2025-12-19,Maruti Suzuki,Swift,2022,129893,137000,Pune
TRD-02030,CUS-02654,VEH-01401,2025-09-30,Honda,City,2021,67411,265000,Hyderabad
TRD-02031,CUS-03067,VEH-04319,2025-10-07,Hyundai,i20,2021,28829,311000,Mumbai
TRD-02032,CUS-04451,VEH-00498,2025-03-30,Hyundai,Creta,2021,139949,197000,Mumbai
TRD-02033,CUS-04792,VEH-01093,2026-12-18,Mahindra,XUV500,2023,94539,403000,Mumbai
TRD-02034,CUS-02391,VEH-00424,2026-12-19,Honda,City,2019,128446,80000,Gurgaon
TRD-02035,CUS-02767,VEH-03681,2025-08-16,Honda,City,2016,34456,194000,Ahmedabad
TRD-02036,CUS-04449,VEH-00371,2025-04-13,Toyota,Innova,2017,71991,141000,Delhi
TRD-02037,CUS-04659,VEH-02924,2026-02-20,Honda,City,2018,60672,171000,Pune
TRD-02038,CUS-04873,VEH-02010,2026-05-03,Honda,City,2018,108933,202000,Bengaluru
TRD-02039,CUS-03715,VEH-02057,2026-05-22,Maruti Suzuki,Dzire,2016,114894,69000,Pune
TRD-02040,CUS-03674,VEH-01312,2025-05-02,Ford,EcoSport,2020,117117,229000,Hyderabad
TRD-02041,CUS-02048,VEH-01311,2026-05-17,Honda,Amaze,2012,133969,70000,Ahmedabad
TRD-02042,CUS-03932,VEH-00986,2026-09-01,Honda,City,2015,28775,112000,Hyderabad
TRD-02043,CUS-03003,VEH-00719,2026-12-16,Hyundai,i20,2013,49142,62000,Mumbai
TRD-02044,CUS-01533,VEH-02893,2026-09-17,Hyundai,Venue,2018,110131,208000,Hyderabad
TRD-02045,CUS-00687,VEH-04529,2026-09-02,Hyundai,Creta,2015,98641,133000,Delhi
TRD-02046,CUS-01148,VEH-02711,2026-01-17,Hyundai,i20,2023,119868,189000,Bengaluru
TRD-02047,CUS-01459,VEH-00812,2026-09-26,Honda,City,2014,39394,66000,Bengaluru
TRD-02048,CUS-02325,VEH-01716,2025-09-13,Hyundai,i20,2017,117949,110000,Bengaluru
TRD-02049,CUS-02836,VEH-02898,2025-12-30,Mahindra,XUV500,2015,54051,86000,Mumbai
TRD-02050,CUS-02552,VEH-04776,2026-11-05,Honda,City,2019,36015,214000,Ahmedabad
TRD-02051,CUS-01344,VEH-01723,2026-07-22,Toyota,Innova,2019,137767,79000,Pune
TRD-02052,CUS-04257,VEH-04272,2026-09-29,Maruti Suzuki,Dzire,2021,81309,232000,Delhi
TRD-02053,CUS-01334,VEH-00575,2026-03-09,Maruti Suzuki,Swift,2022,24810,307000,Mumbai
TRD-02054,CUS-03090,VEH-04268,2026-10-09,Hyundai,i20,2015,96087,142000,Hyderabad
TRD-02055,CUS-00322,VEH-03732,2026-11-23,Hyundai,Venue,2015,143310,50000,Mumbai
TRD-02056,CUS-03724,VEH-04756,2026-05-10,Maruti Suzuki,Swift,2020,62757,196000,Chennai
TRD-02057,CUS-04249,VEH-01275,2025-12-04,Tata,Tiago,2017,64711,122000,Bengaluru
TRD-02058,CUS-02527,VEH-00599,2025-08-23,Hyundai,Venue,2014,142190,78000,Bengaluru
TRD-02059,CUS-02821,VEH-00523,2025-04-25,Renault,Kwid,2017,133214,63000,Pune
TRD-02060,CUS-03792,VEH-01182,2025-02-18,Honda,Amaze,2020,91914,135000,Delhi
TRD-02061,CUS-01824,VEH-04873,2026-02-17,Maruti Suzuki,Dzire,2021,99311,203000,Delhi
TRD-02062,CUS-03534,VEH-04081,2026-01-16,Tata,Tiago,2023,91437,301000,Ahmedabad
TRD-02063,CUS-01188,VEH-02812,2025-04-29,Mahindra,XUV500,2012,71967,67000,Pune
TRD-02064,CUS-01943,VEH-03086,2025-02-06,Kia,Seltos,2023,103971,275000,Delhi
TRD-02065,CUS-01720,VEH-01015,2025-06-17,Honda,City,2015,42587,150000,Bengaluru
TRD-02066,CUS-00333,VEH-03287,2025-05-20,Ford,EcoSport,2013,118748,91000,Mumbai
TRD-02067,CUS-04478,VEH-00041,2025-10-09,Maruti Suzuki,Swift,2016,24617,121000,Gurgaon
TRD-02068,CUS-01272,VEH-00359,2026-12-18,Hyundai,i20,2016,37440,115000,Gurgaon
TRD-02069,CUS-01300,VEH-02138,2026-06-17,Toyota,Innova,2022,119207,106000,Bengaluru
TRD-02070,CUS-00616,VEH-04784,2026-11-25,Maruti Suzuki,Dzire,2022,115054,191000,Mumbai
TRD-02071,CUS-00224,VEH-04169,2025-07-16,Hyundai,Venue,2015,35534,96000,Delhi
TRD-02072,CUS-00536,VEH-01910,2026-10-13,Maruti Suzuki,Swift,2022,85603,211000,Mumbai
TRD-02073,CUS-00989,VEH-00759,2025-11-09,Tata,Tiago,2020,49341,121000,Bengaluru
TRD-02074,CUS-04186,VEH-01787,2025-09-23,Tata,Tiago,2013,135387,45000,Ahmedabad
TRD-02075,CUS-04436,VEH-00543,2025-06-07,Hyundai,i20,2017,82980,208000,Gurgaon
TRD-02076,CUS-01002,VEH-00141,2026-11-30,Maruti Suzuki,Dzire,2012,37200,65000,Chennai
TRD-02077,CUS-01571,VEH-00995,2025-07-04,Kia,Seltos,2020,127583,290000,Ahmedabad
TRD-02078,CUS-03250,VEH-02072,2025-07-16,Honda,City,2016,103387,108000,Mumbai
TRD-02079,CUS-02689,VEH-01962,2026-12-16,Maruti Suzuki,Swift,2019,68318,109000,Chennai
TRD-02080,CUS-04118,VEH-01792,2026-11-01,Toyota,Innova,2020,45591,159000,Delhi
TRD-02081,CUS-01275,VEH-01444,2026-05-26,Renault,Kwid,2021,78753,392000,Hyderabad
TRD-02082,CUS-02061,VEH-03455,2025-06-08,Maruti Suzuki,Dzire,2018,71174,93000,Mumbai
TRD-02083,CUS-02746,VEH-04914,2026-02-12,Hyundai,Creta,2012,24899,103000,Mumbai
TRD-02084,CUS-02168,VEH-02478,2026-03-12,Honda,City,2012,116491,101000,Gurgaon
TRD-02085,CUS-03319,VEH-03849,2025-07-16,Maruti Suzuki,Swift,2013,105211,57000,Gurgaon
TRD-02086,CUS-01893,VEH-02669,2026-09-27,Hyundai,i20,2017,128573,132000,Mumbai
TRD-02087,CUS-01169,VEH-04001,2026-09-11,Maruti Suzuki,Swift,2012,46259,134000,Hyderabad
TRD-02088,CUS-00065,VEH-04694,2026-02-05,Renault,Kwid,2020,63719,238000,Pune
TRD-02089,CUS-03065,VEH-03788,2025-07-30,Renault,Kwid,2019,102266,178000,Bengaluru
TRD-02090,CUS-01220,VEH-03475,2025-11-08,Tata,Tiago,2022,125091,249000,Hyderabad
TRD-02091,CUS-02071,VEH-03114,2026-02-20,Honda,Amaze,2020,27769,242000,Hyderabad
TRD-02092,CUS-02261,VEH-02521,2025-09-15,Toyota,Innova,2012,139357,45000,Ahmedabad
TRD-02093,CUS-03762,VEH-01532,2026-07-19,Renault,Kwid,2013,88248,69000,Delhi
TRD-02094,CUS-02941,VEH-03982,2026-02-09,Toyota,Innova,2019,35576,152000,Delhi
TRD-02095,CUS-00777,VEH-00405,2025-08-16,Maruti Suzuki,Dzire,2014,96086,45000,Hyderabad
TRD-02096,CUS-03001,VEH-02036,2026-08-21,Hyundai,Venue,2023,29328,269000,Delhi
TRD-02097,CUS-00931,VEH-02179,2026-08-13,Tata,Nexon,2014,48470,45000,Chennai
TRD-02098,CUS-04121,VEH-01104,2025-09-04,Honda,Amaze,2012,68278,91000,Gurgaon
TRD-02099,CUS-02348,VEH-04924,2026-11-09,Hyundai,i20,2022,63931,207000,Gurgaon
TRD-02100,CUS-02684,VEH-02623,2026-05-18,Honda,Amaze,2016,129261,123000,Mumbai
TRD-02101,CUS-02169,VEH-02085,2025-03-16,Renault,Kwid,2023,106133,375000,Mumbai
TRD-02102,CUS-00409,VEH-03742,2025-05-21,Renault,Kwid,2013,74688,49000,Delhi
TRD-02103,CUS-00382,VEH-00215,2025-05-16,Honda,Amaze,2021,142802,175000,Bengaluru
TRD-02104,CUS-00765,VEH-03694,2026-12-18,Hyundai,Venue,2017,116025,96000,Chennai
TRD-02105,CUS-03426,VEH-03865,2026-07-25,Hyundai,Venue,2019,38867,325000,Delhi
TRD-02106,CUS-00437,VEH-03491,2025-07-05,Tata,Nexon,2019,131629,102000,Bengaluru
TRD-02107,CUS-00676,VEH-03300,2026-04-12,Ford,EcoSport,2019,69097,290000,Ahmedabad
TRD-02108,CUS-00197,VEH-01000,2026-01-15,Tata,Tiago,2021,19555,359000,Chennai
TRD-02109,CUS-03963,VEH-02356,2026-09-02,Renault,Kwid,2017,141166,81000,Chennai
TRD-02110,CUS-01827,VEH-02485,2025-05-29,Renault,Kwid,2014,108712,87000,Ahmedabad
TRD-02111,CUS-01484,VEH-02161,2025-06-04,Tata,Nexon,2016,37309,144000,Chennai
TRD-02112,CUS-04244,VEH-01237,2026-04-18,Kia,Seltos,2019,87782,237000,Bengaluru
TRD-02113,CUS-01869,VEH-00028,2025-06-28,Tata,Tiago,2013,98921,45000,Chennai
TRD-02114,CUS-01868,VEH-04817,2026-01-15,Hyundai,Venue,2016,129473,158000,Mumbai
TRD-02115,CUS-03911,VEH-00297,2026-12-16,Hyundai,Venue,2013,32224,50000,Hyderabad
TRD-02116,CUS-01848,VEH-00077,2026-03-27,Maruti Suzuki,Dzire,2017,67817,139000,Chennai
TRD-02117,CUS-01954,VEH-02091,2025-10-13,Kia,Seltos,2021,66564,142000,Delhi
TRD-02118,CUS-02428,VEH-02100,2025-08-25,Ford,EcoSport,2022,113819,255000,Bengaluru
TRD-02119,CUS-01475,VEH-03125,2026-12-18,Honda,City,2012,30240,45000,Delhi
TRD-02120,CUS-04524,VEH-04643,2025-03-01,Mahindra,XUV500,2023,52224,527000,Delhi
TRD-02121,CUS-03832,VEH-02387,2026-04-14,Kia,Seltos,2012,110241,102000,Bengaluru
TRD-02122,CUS-00549,VEH-03162,2026-01-05,Maruti Suzuki,Swift,2020,123460,169000,Pune
TRD-02123,CUS-04330,VEH-00021,2025-09-05,Ford,EcoSport,2023,66395,478000,Hyderabad
TRD-02124,CUS-00926,VEH-01406,2026-06-13,Hyundai,Venue,2018,52191,200000,Ahmedabad
TRD-02125,CUS-04484,VEH-02479,2025-03-23,Mahindra,XUV500,2020,76763,320000,Mumbai
TRD-02126,CUS-01330,VEH-01099,2025-09-20,Renault,Kwid,2023,81322,207000,Hyderabad
TRD-02127,CUS-00546,VEH-01240,2025-05-29,Honda,City,2014,100843,45000,Ahmedabad
TRD-02128,CUS-00584,VEH-04411,2025-08-09,Toyota,Innova,2016,45917,106000,Bengaluru
TRD-02129,CUS-02360,VEH-03458,2026-03-07,Renault,Kwid,2019,60810,194000,Gurgaon
TRD-02130,CUS-00772,VEH-03104,2026-07-12,Tata,Tiago,2022,87205,154000,Chennai
TRD-02131,CUS-00909,VEH-01387,2026-11-04,Tata,Tiago,2020,130964,305000,Gurgaon
TRD-02132,CUS-02694,VEH-02602,2026-10-01,Renault,Kwid,2017,48483,265000,Bengaluru
TRD-02133,CUS-01949,VEH-01417,2026-09-12,Maruti Suzuki,Dzire,2017,87460,200000,Hyderabad
