sale_id,customer_id,vehicle_id,sale_date,brand,model,location,dealer_id,selling_price,trade_in_used
SAL-04144,CUS-04144,VEH-04604,2026-08-12,Hyundai,Creta,Pune,DLR-PUN-01,1820000,false
SAL-04145,CUS-04145,VEH-03588,2026-12-20,Tata,Tiago,Gurgaon,DLR-GGN-01,603000,true
SAL-04146,CUS-04146,VEH-00307,2026-12-20,Kia,Seltos,Ahmedabad,DLR-AMD-01,1416000,true
SAL-04147,CUS-04147,VEH-04616,2026-08-09,Tata,Nexon,Hyderabad,DLR-HYD-02,953000,false
SAL-04148,CUS-04148,VEH-03224,2026-12-20,Mahindra,XUV700,Ahmedabad,DLR-AMD-02,2382000,true
SAL-04149,CUS-04149,VEH-02657,2026-12-06,Volkswagen,Virtus,Pune,DLR-PUN-01,1548000,true
SAL-04150,CUS-04150,VEH-00933,2025-05-05,Tata,Punch,Ahmedabad,DLR-AMD-02,737000,true
SAL-04151,CUS-04151,VEH-03637,2025-11-10,Tata,Nexon,Mumbai,DLR-MUM-01,1774000,false
SAL-04152,CUS-04152,VEH-03282,2026-07-29,Tata,Tiago,Ahmedabad,DLR-AMD-02,627000,true
SAL-04153,CUS-04153,VEH-01626,2026-06-12,Mahindra,Thar,Bengaluru,DLR-BLR-01,1547000,false
SAL-04154,CUS-04154,VEH-00404,2025-08-03,Mahindra,XUV700,Chennai,DLR-CHN-02,2547000,false
SAL-04155,CUS-04155,VEH-04530,2026-02-09,Skoda,Kushaq,Hyderabad,DLR-HYD-02,1670000,false
SAL-04156,CUS-04156,VEH-01859,2026-11-09,Hyundai,i20,Pune,DLR-PUN-02,905000,false
SAL-04157,CUS-04157,VEH-01249,2025-11-17,Maruti Suzuki,Swift,Chennai,DLR-CHN-03,773000,true
SAL-04158,CUS-04158,VEH-00839,2026-11-07,Mahindra,XUV700,Delhi,DLR-DEL-02,2344000,false
SAL-04159,CUS-04159,VEH-00422,2026-04-04,Maruti Suzuki,Swift,Delhi,DLR-DEL-01,769000,false
SAL-04160,CUS-04160,VEH-03960,2025-07-17,Hyundai,Creta,Bengaluru,DLR-BLR-03,1748000,true
SAL-04161,CUS-04161,VEH-02528,2026-11-28,Tata,Punch,Mumbai,DLR-MUM-01,757000,true
SAL-04162,CUS-04162,VEH-00524,2025-02-20,Tata,Punch,Bengaluru,DLR-BLR-02,799000,true
SAL-04163,CUS-04163,VEH-02551,2025-08-16,Honda,City,Mumbai,DLR-MUM-01,1402000,false
SAL-04164,CUS-04164,VEH-00626,2025-05-28,Maruti Suzuki,Swift,Hyderabad,DLR-HYD-01,659000,true
SAL-04165,CUS-04165,VEH-00858,2026-05-06,Maruti Suzuki,Swift,Mumbai,DLR-MUM-03,712000,false
SAL-04166,CUS-04166,VEH-01715,2026-12-20,Kia,Seltos,Bengaluru,DLR-BLR-01,1550000,false
SAL-04167,CUS-04167,VEH-03012,2025-05-10,Tata,Punch,Mumbai,DLR-MUM-01,828000,false
SAL-04168,CUS-04168,VEH-02550,2025-04-17,Kia,Seltos,Pune,DLR-PUN-02,1346000,false
SAL-04169,CUS-04169,VEH-00367,2025-05-24,Hyundai,i20,Chennai,DLR-CHN-02,973000,false
SAL-04170,CUS-04170,VEH-02158,2025-08-02,Tata,Nexon,Chennai,DLR-CHN-01,1175000,false
SAL-04171,CUS-04171,VEH-02296,2025-02-13,Kia,Seltos,Mumbai,DLR-MUM-03,1497000,false
SAL-04172,CUS-04172,VEH-02244,2026-07-30,Hyundai,Creta,Mumbai,DLR-MUM-02,1978000,false
SAL-04173,CUS-04173,VEH-01824,2026-03-31,Maruti Suzuki,Swift,Hyderabad,DLR-HYD-01,739000,true
SAL-04174,CUS-04174,VEH-03920,2026-03-14,Tata,Nexon,Bengaluru,DLR-BLR-01,1253000,true
SAL-04175,CUS-04175,VEH-00767,2025-10-10,Hyundai,Creta,Delhi,DLR-DEL-03,1755000,true
SAL-04176,CUS-04176,VEH-01041,2025-05-19,Mahindra,XUV700,Pune,DLR-PUN-02,2383000,true
SAL-04177,CUS-04177,VEH-02929,2026-01-16,Hyundai,Creta,Mumbai,DLR-MUM-03,1418000,true
SAL-04178,CUS-04178,VEH-00269,2026-10-02,Hyundai,i20,Bengaluru,DLR-BLR-03,874000,false
SAL-04179,CUS-04179,VEH-04472,2026-05-26,Skoda,Kushaq,Pune,DLR-PUN-01,1717000,true
SAL-04180,CUS-04180,VEH-04467,2026-04-02,Mahindra,Thar,Mumbai,DLR-MUM-03,1505000,true
SAL-04181,CUS-04181,VEH-00350,2025-03-20,Kia,Seltos,Hyderabad,DLR-HYD-02,1310000,false
SAL-04182,CUS-04182,VEH-02788,2025-04-07,Maruti Suzuki,Swift,Bengaluru,DLR-BLR-03,800000,false
SAL-04183,CUS-04183,VEH-02698,2025-11-16,Hyundai,Creta,Delhi,DLR-DEL-02,1756000,false
SAL-04184,CUS-04184,VEH-04284,2026-09-12,Maruti Suzuki,Brezza,Bengaluru,DLR-BLR-03,1170000,true
SAL-04185,CUS-04185,VEH-00821,2026-01-24,Maruti Suzuki,Swift,Delhi,DLR-DEL-01,697000,false
SAL-04186,CUS-04186,VEH-01787,2025-09-24,Mahindra,Thar,Ahmedabad,DLR-AMD-02,1822000,true
SAL-04187,CUS-04187,VEH-01400,2026-05-08,Mahindra,Thar,Gurgaon,DLR-GGN-02,1554000,true
SAL-04188,CUS-04188,VEH-00832,2026-02-25,Volkswagen,Virtus,Bengaluru,DLR-BLR-03,1728000,false
SAL-04189,CUS-04189,VEH-01935,2025-08-15,Tata,Tiago,Mumbai,DLR-MUM-01,635000,false
SAL-04190,CUS-04190,VEH-03623,2026-03-09,Tata,Punch,Chennai,DLR-CHN-03,756000,false
SAL-04191,CUS-04191,VEH-03989,2025-04-12,Maruti Suzuki,Brezza,Bengaluru,DLR-BLR-03,1022000,true
SAL-04192,CUS-04192,VEH-00109,2025-04-24,Hyundai,Venue,Delhi,DLR-DEL-02,1056000,true
SAL-04193,CUS-04193,VEH-03655,2026-05-18,Volkswagen,Virtus,Chennai,DLR-CHN-01,1629000,true
SAL-04194,CUS-04194,VEH-02903,2025-12-21,Maruti Suzuki,Baleno,Gurgaon,DLR-GGN-01,728000,true
SAL-04195,CUS-04195,VEH-02772,2025-12-26,Tata,Nexon,Gurgaon,DLR-GGN-01,1832000,true
SAL-04196,CUS-04196,VEH-01565,2026-10-13,Hyundai,Creta,Chennai,DLR-CHN-03,1449000,true
SAL-04197,CUS-04197,VEH-01846,2026-12-06,Mahindra,Scorpio-N,Pune,DLR-PUN-02,1986000,true
SAL-04198,CUS-04198,VEH-03390,2025-11-08,Tata,Punch,Pune,DLR-PUN-01,700000,true
SAL-04199,CUS-04199,VEH-04187,2025-12-06,Maruti Suzuki,Brezza,Hyderabad,DLR-HYD-02,1273000,false
SAL-04200,CUS-04200,VEH-04617,2026-03-04,BMW,3 Series,Bengaluru,DLR-BLR-01,4961000,false
SAL-04201,CUS-04201,VEH-02687,2025-03-06,Maruti Suzuki,Ertiga,Chennai,DLR-CHN-01,1143000,true
SAL-04202,CUS-04202,VEH-04021,2026-01-18,Hyundai,Creta,Hyderabad,DLR-HYD-02,1790000,true
SAL-04203,CUS-04203,VEH-04280,2026-01-18,Maruti Suzuki,Swift,Pune,DLR-PUN-02,765000,true
SAL-04204,CUS-04204,VEH-04561,2025-09-13,Maruti Suzuki,Swift,Hyderabad,DLR-HYD-02,700000,true
SAL-04205,CUS-04205,VEH-02591,2026-04-02,Maruti Suzuki,Baleno,Bengaluru,DLR-BLR-01,749000,true
SAL-04206,CUS-04206,VEH-01988,2025-03-12,Hyundai,Creta,Mumbai,DLR-MUM-02,1957000,true
SAL-04207,CUS-04207,VEH-00379,2026-04-10,Maruti Suzuki,Swift,Pune,DLR-PUN-02,774000,false
SAL-04208,CUS-04208,VEH-03721,2025-02-27,Maruti Suzuki,Baleno,Chennai,DLR-CHN-02,757000,true
SAL-04209,CUS-04209,VEH-02489,2026-09-07,Hyundai,i20,Mumbai,DLR-MUM-02,854000,true
SAL-04210,CUS-04210,VEH-03578,2025-10-16,BMW,3 Series,Bengaluru,DLR-BLR-02,5680000,false
SAL-04211,CUS-04211,VEH-04190,2025-05-13,Tata,Tiago,Mumbai,DLR-MUM-01,711000,false
SAL-04212,CUS-04212,VEH-02252,2025-10-27,Maruti Suzuki,Baleno,Chennai,DLR-CHN-03,840000,true
SAL-04213,CUS-04213,VEH-01835,2026-08-07,Hyundai,Creta,Hyderabad,DLR-HYD-01,1767000,true
SAL-04214,CUS-04214,VEH-01893,2025-12-25,Hyundai,Venue,Hyderabad,DLR-HYD-02,1008000,true
SAL-04215,CUS-04215,VEH-03176,2026-05-26,Tata,Punch,Mumbai,DLR-MUM-03,711000,true
SAL-04216,CUS-04216,VEH-01180,2026-11-06,Hyundai,Venue,Bengaluru,DLR-BLR-03,1050000,true
SAL-04217,CUS-04217,VEH-01203,2025-11-01,Maruti Suzuki,Brezza,Mumbai,DLR-MUM-02,1241000,true
SAL-04218,CUS-04218,VEH-03941,2025-06-19,Mahindra,Scorpio-N,Mumbai,DLR-MUM-03,1779000,false
SAL-04219,CUS-04219,VEH-01798,2026-06-16,BMW,3 Series,Mumbai,DLR-MUM-02,4943000,true
SAL-04220,CUS-04220,VEH-01081,2025-10-03,BMW,3 Series,Bengaluru,DLR-BLR-02,5214000,true
SAL-04221,CUS-04221,VEH-03725,2025-07-05,Hyundai,Creta,Pune,DLR-PUN-03,1403000,true
SAL-04222,CUS-04222,VEH-00386,2026-01-23,Tata,Nexon,Delhi,DLR-DEL-02,1776000,false
SAL-04223,CUS-04223,VEH-00971,2026-07-27,MG,Hector,Ahmedabad,DLR-AMD-02,2178000,false
SAL-04224,CUS-04224,VEH-00301,2025-07-10,Hyundai,Creta,Hyderabad,DLR-HYD-02,1666000,true
SAL-04225,CUS-04225,VEH-03179,2025-03-23,Maruti Suzuki,Baleno,Chennai,DLR-CHN-01,715000,true
SAL-04226,CUS-04226,VEH-04708,2025-11-02,Toyota,Innova Hycross,Bengaluru,DLR-BLR-02,3097000,true
SAL-04227,CUS-04227,VEH-00058,2025-12-12,Hyundai,Creta,Mumbai,DLR-MUM-03,1574000,true
SAL-04228,CUS-04228,VEH-04002,2026-09-07,Hyundai,Creta,Chennai,DLR-CHN-02,1915000,false
SAL-04229,CUS-04229,VEH-00218,2026-02-14,Honda,City,Gurgaon,DLR-GGN-02,1300000,false
SAL-04230,CUS-04230,VEH-01097,2025-06-05,Maruti Suzuki,Swift,Delhi,DLR-DEL-03,684000,false
SAL-04231,CUS-04231,VEH-04185,2026-02-14,Hyundai,i20,Gurgaon,DLR-GGN-02,802000,false
SAL-04232,CUS-04232,VEH-00806,2026-12-20,Tata,Tiago,Bengaluru,DLR-BLR-02,618000,false
SAL-04233,CUS-04233,VEH-03171,2025-08-04,Maruti Suzuki,Brezza,Chennai,DLR-CHN-02,1194000,false
SAL-04234,CUS-04234,VEH-04724,2026-10-31,Hyundai,Creta,Chennai,DLR-CHN-01,1455000,false
SAL-04235,CUS-04235,VEH-00818,2026-12-18,Tata,Tiago,Mumbai,DLR-MUM-02,709000,true
SAL-04236,CUS-04236,VEH-00723,2025-02-10,Maruti Suzuki,Ertiga,Bengaluru,DLR-BLR-02,1233000,false
SAL-04237,CUS-04237,VEH-02734,2026-09-06,Mahindra,Thar,Ahmedabad,DLR-AMD-01,1859000,false
SAL-04238,CUS-04238,VEH-00229,2026-06-15,Mahindra,XUV700,Ahmedabad,DLR-AMD-01,2554000,false
SAL-04239,CUS-04239,VEH-00939,2026-12-20,Tata,Punch,Mumbai,DLR-MUM-03,642000,true
SAL-04240,CUS-04240,VEH-01478,2026-10-02,Tata,Tiago,Mumbai,DLR-MUM-02,723000,true
SAL-04241,CUS-04241,VEH-00892,2025-02-28,Toyota,Innova Hycross,Mumbai,DLR-MUM-01,2918000,false
SAL-04242,CUS-04242,VEH-03270,2025-05-13,Maruti Suzuki,Brezza,Bengaluru,DLR-BLR-02,1003000,false
SAL-04243,CUS-04243,VEH-01949,2025-03-15,Maruti Suzuki,Brezza,Hyderabad,DLR-HYD-01,1224000,false
SAL-04244,CUS-04244,VEH-01237,2026-04-18,Tata,Tiago,Bengaluru,DLR-BLR-02,655000,true
SAL-04245,CUS-04245,VEH-00650,2026-06-21,Skoda,Kushaq,Pune,DLR-PUN-01,1451000,true
SAL-04246,CUS-04246,VEH-04520,2025-02-26,Mahindra,Thar,Gurgaon,DLR-GGN-02,1845000,false
SAL-04247,CUS-04247,VEH-03924,2026-12-07,Tata,Nexon,Gurgaon,DLR-GGN-02,1517000,true
SAL-04248,CUS-04248,VEH-00139,2026-06-01,Mahindra,XUV700,Delhi,DLR-DEL-01,2511000,true
SAL-04249,CUS-04249,VEH-01275,2025-12-08,Tata,Tiago,Bengaluru,DLR-BLR-03,712000,true
SAL-04250,CUS-04250,VEH-00188,2025-10-18,Skoda,Kushaq,Mumbai,DLR-MUM-02,1670000,false
SAL-04251,CUS-04251,VEH-01683,2025-11-03,Hyundai,Venue,Mumbai,DLR-MUM-01,1235000,false
SAL-04252,CUS-04252,VEH-03368,2026-10-15,Maruti Suzuki,Baleno,Mumbai,DLR-MUM-01,710000,true
SAL-04253,CUS-04253,VEH-03632,2025-03-22,Mahindra,Thar,Delhi,DLR-DEL-02,1396000,false
SAL-04254,CUS-04254,VEH-04193,2025-05-13,Tata,Tiago,Delhi,DLR-DEL-01,637000,false
SAL-04255,CUS-04255,VEH-02160,2026-12-20,Hyundai,i20,Bengaluru,DLR-BLR-03,902000,true
SAL-04256,CUS-04256,VEH-04142,2025-07-16,Maruti Suzuki,Baleno,Gurgaon,DLR-GGN-01,768000,false
SAL-04257,CUS-04257,VEH-04272,2026-10-01,Kia,Seltos,Delhi,DLR-DEL-03,1736000,true
SAL-04258,CUS-04258,VEH-03318,2025-02-02,Hyundai,Creta,Mumbai,DLR-MUM-02,1449000,false
SAL-04259,CUS-04259,VEH-01374,2025-11-20,Hyundai,Venue,Chennai,DLR-CHN-01,1037000,true
SAL-04260,CUS-04260,VEH-03200,2026-12-20,Toyota,Innova Hycross,Gurgaon,DLR-GGN-01,2994000,false
SAL-04261,CUS-04261,VEH-04178,2026-07-04,Hyundai,Creta,Pune,DLR-PUN-02,1930000,false
SAL-04262,CUS-04262,VEH-03028,2026-02-06,Toyota,Innova Hycross,Bengaluru,DLR-BLR-01,3022000,false
SAL-04263,CUS-04263,VEH-04484,2025-09-22,Kia,Seltos,Ahmedabad,DLR-AMD-01,1425000,false
SAL-04264,CUS-04264,VEH-00476,2025-05-13,Tata,Tiago,Gurgaon,DLR-GGN-02,669000,true
SAL-04265,CUS-04265,VEH-04048,2025-01-23,Skoda,Kushaq,Gurgaon,DLR-GGN-01,1402000,true
SAL-04266,CUS-04266,VEH-02625,2026-10-16,Maruti Suzuki,Swift,Bengaluru,DLR-BLR-01,694000,false
SAL-04267,CUS-04267,VEH-00531,2026-06-01,Kia,Seltos,Bengaluru,DLR-BLR-02,1411000,false
SAL-04268,CUS-04268,VEH-02890,2026-03-15,Maruti Suzuki,Ertiga,Ahmedabad,DLR-AMD-01,1027000,false
SAL-04269,CUS-04269,VEH-00544,2026-11-10,Tata,Tiago,Bengaluru,DLR-BLR-03,566000,false
SAL-04270,CUS-04270,VEH-04213,2026-05-28,Maruti Suzuki,Baleno,Pune,DLR-PUN-03,789000,true
SAL-04271,CUS-04271,VEH-03792,2026-12-18,MG,Hector,Hyderabad,DLR-HYD-02,1663000,false
SAL-04272,CUS-04272,VEH-01722,2025-10-18,Kia,Seltos,Mumbai,DLR-MUM-02,1759000,true
SAL-04273,CUS-04273,VEH-03707,2025-05-07,Tata,Nexon,Hyderabad,DLR-HYD-01,1760000,true
SAL-04274,CUS-04274,VEH-00326,2026-05-15,Maruti Suzuki,Swift,Bengaluru,DLR-BLR-03,641000,false
SAL-04275,CUS-04275,VEH-00635,2025-08-18,Maruti Suzuki,Swift,Bengaluru,DLR-BLR-01,663000,false
SAL-04276,CUS-04276,VEH-01660,2026-10-20,Maruti Suzuki,Swift,Pune,DLR-PUN-02,730000,true
SAL-04277,CUS-04277,VEH-04571,2025-03-07,Tata,Nexon,Mumbai,DLR-MUM-03,1016000,true
SAL-04278,CUS-04278,VEH-02572,2025-04-03,Hyundai,Creta,Hyderabad,DLR-HYD-02,1765000,false
SAL-04279,CUS-04279,VEH-04067,2026-12-01,Tata,Tiago,Gurgaon,DLR-GGN-01,664000,false
SAL-04280,CUS-04280,VEH-03447,2025-06-29,Hyundai,Creta,Delhi,DLR-DEL-03,1924000,false
SAL-04281,CUS-04281,VEH-03647,2025-04-29,MG,Hector,Pune,DLR-PUN-01,1763000,true
SAL-04282,CUS-04282,VEH-04753,2026-09-14,Maruti Suzuki,Swift,Pune,DLR-PUN-01,722000,true
SAL-04283,CUS-04283,VEH-02126,2026-02-28,Maruti Suzuki,Swift,Ahmedabad,DLR-AMD-02,690000,false
SAL-04284,CUS-04284,VEH-02646,2025-03-12,Skoda,Kushaq,Bengaluru,DLR-BLR-03,1543000,true
SAL-04285,CUS-04285,VEH-03659,2025-08-30,Volkswagen,Virtus,Pune,DLR-PUN-01,1707000,true
SAL-04286,CUS-04286,VEH-03818,2025-11-03,Maruti Suzuki,Swift,Mumbai,DLR-MUM-02,667000,true
SAL-04287,CUS-04287,VEH-02299,2026-01-15,Mahindra,Thar,Delhi,DLR-DEL-03,1442000,false
SAL-04288,CUS-04288,VEH-00456,2026-12-04,Maruti Suzuki,Swift,Gurgaon,DLR-GGN-01,749000,true
SAL-04289,CUS-04289,VEH-03671,2025-05-15,Maruti Suzuki,Swift,Ahmedabad,DLR-AMD-02,758000,true
SAL-04290,CUS-04290,VEH-04431,2025-08-03,Honda,City,Ahmedabad,DLR-AMD-01,1412000,true
SAL-04291,CUS-04291,VEH-02592,2025-03-26,Hyundai,Creta,Bengaluru,DLR-BLR-02,1499000,false
SAL-04292,CUS-04292,VEH-04555,2026-10-11,Volkswagen,Virtus,Ahmedabad,DLR-AMD-02,1728000,true
SAL-04293,CUS-04293,VEH-00295,2026-09-03,Maruti Suzuki,Swift,Chennai,DLR-CHN-02,766000,true
SAL-04294,CUS-04294,VEH-04866,2026-09-08,Tata,Tiago,Pune,DLR-PUN-02,712000,false
SAL-04295,CUS-04295,VEH-03863,2025-07-09,Maruti Suzuki,Swift,Delhi,DLR-DEL-03,726000,false
SAL-04296,CUS-04296,VEH-04610,2026-02-24,Hyundai,Creta,Chennai,DLR-CHN-01,1678000,false
SAL-04297,CUS-04297,VEH-01403,2026-12-17,Mahindra,XUV700,Pune,DLR-PUN-02,2129000,true
SAL-04298,CUS-04298,VEH-01242,2026-11-25,Skoda,Kushaq,Mumbai,DLR-MUM-01,1686000,true
SAL-04299,CUS-04299,VEH-00221,2025-06-18,Mahindra,Thar,Pune,DLR-PUN-03,1886000,true
SAL-04300,CUS-04300,VEH-04118,2025-07-27,Tata,Tiago,Pune,DLR-PUN-01,673000,false
SAL-04301,CUS-04301,VEH-04581,2026-03-31,Tata,Punch,Chennai,DLR-CHN-02,639000,true
SAL-04302,CUS-04302,VEH-00976,2025-11-14,Volkswagen,Virtus,Delhi,DLR-DEL-01,1467000,false
SAL-04303,CUS-04303,VEH-03882,2026-04-01,Tata,Nexon,Delhi,DLR-DEL-01,1628000,true
SAL-04304,CUS-04304,VEH-01803,2026-07-15,Kia,Seltos,Hyderabad,DLR-HYD-01,1408000,false
SAL-04305,CUS-04305,VEH-01184,2026-01-07,Volkswagen,Virtus,Ahmedabad,DLR-AMD-01,1804000,false
SAL-04306,CUS-04306,VEH-04787,2025-07-25,Maruti Suzuki,Swift,Ahmedabad,DLR-AMD-01,715000,false
SAL-04307,CUS-04307,VEH-01094,2025-10-01,BMW,3 Series,Gurgaon,DLR-GGN-01,5768000,false
SAL-04308,CUS-04308,VEH-01930,2025-04-04,Hyundai,Venue,Mumbai,DLR-MUM-03,1110000,true
SAL-04309,CUS-04309,VEH-01252,2026-11-13,Tata,Punch,Chennai,DLR-CHN-02,644000,false
SAL-04310,CUS-04310,VEH-03444,2026-05-15,Hyundai,Creta,Delhi,DLR-DEL-03,1579000,false
SAL-04311,CUS-04311,VEH-00192,2026-07-22,Maruti Suzuki,Baleno,Ahmedabad,DLR-AMD-01,849000,true
SAL-04312,CUS-04312,VEH-03395,2025-02-16,Hyundai,Creta,Mumbai,DLR-MUM-03,1646000,false
SAL-04313,CUS-04313,VEH-02560,2026-05-01,Hyundai,Venue,Delhi,DLR-DEL-01,1079000,false
SAL-04314,CUS-04314,VEH-02785,2026-02-03,Hyundai,Creta,Chennai,DLR-CHN-02,1865000,true
SAL-04315,CUS-04315,VEH-02964,2025-05-20,Tata,Tiago,Mumbai,DLR-MUM-02,562000,false
SAL-04316,CUS-04316,VEH-03126,2025-09-12,Maruti Suzuki,Swift,Hyderabad,DLR-HYD-02,764000,false
SAL-04317,CUS-04317,VEH-01202,2026-12-14,Hyundai,Creta,Hyderabad,DLR-HYD-02,1824000,false
SAL-04318,CUS-04318,VEH-02416,2026-02-16,Volkswagen,Virtus,Bengaluru,DLR-BLR-01,1652000,true
SAL-04319,CUS-04319,VEH-01226,2026-07-03,Tata,Punch,Bengaluru,DLR-BLR-01,712000,false
SAL-04320,CUS-04320,VEH-04102,2025-11-27,Mahindra,Thar,Bengaluru,DLR-BLR-02,1666000,false
SAL-04321,CUS-04321,VEH-04385,2025-10-12,Tata,Punch,Bengaluru,DLR-BLR-01,727000,false
SAL-04322,CUS-04322,VEH-00740,2025-06-01,Hyundai,Creta,Bengaluru,DLR-BLR-03,1457000,true
SAL-04323,CUS-04323,VEH-00756,2026-10-16,Tata,Tiago,Ahmedabad,DLR-AMD-02,596000,true
SAL-04324,CUS-04324,VEH-03044,2025-07-07,Kia,Seltos,Delhi,DLR-DEL-02,1465000,true
SAL-04325,CUS-04325,VEH-00709,2026-05-04,Maruti Suzuki,Baleno,Mumbai,DLR-MUM-01,849000,true
SAL-04326,CUS-04326,VEH-01751,2025-10-31,Maruti Suzuki,Brezza,Bengaluru,DLR-BLR-01,1068000,true
SAL-04327,CUS-04327,VEH-01490,2026-11-04,Tata,Punch,Ahmedabad,DLR-AMD-02,664000,false
SAL-04328,CUS-04328,VEH-03301,2025-09-09,Maruti Suzuki,Baleno,Chennai,DLR-CHN-03,753000,true
SAL-04329,CUS-04329,VEH-03146,2026-12-20,Kia,Seltos,Ahmedabad,DLR-AMD-01,1483000,true
SAL-04330,CUS-04330,VEH-00021,2025-09-07,Hyundai,i20,Hyderabad,DLR-HYD-02,796000,true
SAL-04331,CUS-04331,VEH-01577,2025-12-06,Hyundai,Creta,Delhi,DLR-DEL-02,1474000,true
SAL-04332,CUS-04332,VEH-03633,2026-11-09,Volkswagen,Virtus,Mumbai,DLR-MUM-01,1764000,true
SAL-04333,CUS-04333,VEH-00809,2025-06-04,Mahindra,Thar,Hyderabad,DLR-HYD-01,1526000,true
SAL-04334,CUS-04334,VEH-04426,2026-12-19,Tata,Punch,Gurgaon,DLR-GGN-02,825000,true
SAL-04335,CUS-04335,VEH-04760,2025-02-20,Maruti Suzuki,Baleno,Ahmedabad,DLR-AMD-01,732000,false
SAL-04336,CUS-04336,VEH-02397,2025-10-30,Tata,Punch,Pune,DLR-PUN-03,683000,false
SAL-04337,CUS-04337,VEH-03937,2026-02-08,Maruti Suzuki,Brezza,Mumbai,DLR-MUM-02,1233000,false
SAL-04338,CUS-04338,VEH-04921,2026-10-15,Maruti Suzuki,Brezza,Delhi,DLR-DEL-01,1009000,true
SAL-04339,CUS-04339,VEH-03763,2025-04-20,Maruti Suzuki,Swift,Mumbai,DLR-MUM-03,702000,false
SAL-04340,CUS-04340,VEH-01358,2026-08-09,Mahindra,XUV700,Chennai,DLR-CHN-03,2439000,true
SAL-04341,CUS-04341,VEH-02294,2025-05-24,Mahindra,Scorpio-N,Hyderabad,DLR-HYD-02,2343000,false
SAL-04342,CUS-04342,VEH-03087,2025-12-17,Honda,City,Hyderabad,DLR-HYD-02,1618000,true
SAL-04343,CUS-04343,VEH-02954,2025-06-10,Hyundai,Creta,Mumbai,DLR-MUM-03,1803000,true
SAL-04344,CUS-04344,VEH-00256,2026-07-13,Tata,Tiago,Bengaluru,DLR-BLR-03,581000,false
SAL-04345,CUS-04345,VEH-03518,2025-04-24,Kia,Seltos,Hyderabad,DLR-HYD-02,1744000,true
SAL-04346,CUS-04346,VEH-01379,2025-03-23,Hyundai,Creta,Delhi,DLR-DEL-02,1455000,false
SAL-04347,CUS-04347,VEH-01801,2026-10-05,Tata,Punch,Bengaluru,DLR-BLR-01,847000,false
SAL-04348,CUS-04348,VEH-02005,2026-06-29,Mahindra,XUV700,Chennai,DLR-CHN-02,2679000,false
SAL-04349,CUS-04349,VEH-01304,2026-12-20,Tata,Nexon,Pune,DLR-PUN-03,1607000,true
SAL-04350,CUS-04350,VEH-04672,2026-03-13,Maruti Suzuki,Baleno,Bengaluru,DLR-BLR-01,868000,true
SAL-04351,CUS-04351,VEH-00869,2026-03-12,Toyota,Innova Hycross,Hyderabad,DLR-HYD-02,2630000,true
SAL-04352,CUS-04352,VEH-02265,2026-06-29,Kia,Seltos,Bengaluru,DLR-BLR-02,1636000,true
SAL-04353,CUS-04353,VEH-04214,2025-08-19,Kia,Seltos,Ahmedabad,DLR-AMD-02,1409000,false
SAL-04354,CUS-04354,VEH-03248,2025-10-02,Maruti Suzuki,Swift,Pune,DLR-PUN-01,761000,false
SAL-04355,CUS-04355,VEH-04260,2026-12-20,Tata,Nexon,Ahmedabad,DLR-AMD-01,1016000,false
SAL-04356,CUS-04356,VEH-02622,2025-03-10,Hyundai,Creta,Pune,DLR-PUN-01,1792000,false
SAL-04357,CUS-04357,VEH-01058,2026-10-17,Mahindra,XUV700,Ahmedabad,DLR-AMD-02,2095000,true
SAL-04358,CUS-04358,VEH-04277,2026-01-14,Tata,Punch,Mumbai,DLR-MUM-03,853000,true
SAL-04359,CUS-04359,VEH-04104,2025-03-19,Tata,Tiago,Delhi,DLR-DEL-01,555000,false
SAL-04360,CUS-04360,VEH-04548,2026-07-12,BMW,3 Series,Mumbai,DLR-MUM-03,5063000,false
SAL-04361,CUS-04361,VEH-01651,2026-04-19,Maruti Suzuki,Baleno,Mumbai,DLR-MUM-03,749000,true
SAL-04362,CUS-04362,VEH-01303,2026-09-05,Maruti Suzuki,Baleno,Mumbai,DLR-MUM-03,790000,false
SAL-04363,CUS-04363,VEH-04282,2026-11-16,Tata,Punch,Gurgaon,DLR-GGN-01,797000,false
SAL-04364,CUS-04364,VEH-04652,2025-08-19,Tata,Tiago,Gurgaon,DLR-GGN-01,637000,true
SAL-04365,CUS-04365,VEH-03485,2025-09-28,Toyota,Innova Hycross,Pune,DLR-PUN-01,3117000,false
SAL-04366,CUS-04366,VEH-04207,2026-01-02,Tata,Nexon,Bengaluru,DLR-BLR-03,1590000,false
SAL-04367,CUS-04367,VEH-00547,2026-05-03,Tata,Nexon,Chennai,DLR-CHN-01,1131000,false
SAL-04368,CUS-04368,VEH-02530,2026-04-30,Mahindra,Scorpio-N,Chennai,DLR-CHN-03,2317000,true
SAL-04369,CUS-04369,VEH-00932,2026-10-12,Maruti Suzuki,Brezza,Gurgaon,DLR-GGN-02,1279000,false
SAL-04370,CUS-04370,VEH-02993,2026-11-07,Maruti Suzuki,Brezza,Ahmedabad,DLR-AMD-02,1053000,true
SAL-04371,CUS-04371,VEH-04425,2026-07-13,Hyundai,Venue,Chennai,DLR-CHN-03,1056000,false
SAL-04372,CUS-04372,VEH-04855,2025-04-11,Kia,Seltos,Chennai,DLR-CHN-02,1457000,true
SAL-04373,CUS-04373,VEH-03579,2026-11-07,Volkswagen,Virtus,Pune,DLR-PUN-03,1618000,false
